feature_name,importance,importance_percent,category,source,live_field,derivation,production_candidate,reason
V57,0.00140448,0.140448,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V58,0.00096171,0.096171,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V59,0.00111494,0.111494,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V60,0.00195172,0.195172,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V61,0.00175302,0.175302,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V62,0.0018266,0.18266,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V63,0.0008201,0.08201,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V64,0.00088455,0.088455,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V65,0.0,0.0,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V66,0.00178113,0.178113,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V67,0.00214684,0.214684,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V68,0.0,0.0,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V69,0.00340582,0.340582,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V70,0.10123377,10.123377,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V71,0.00175204,0.175204,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V72,0.00111021,0.111021,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V73,0.00092982,0.092982,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V74,0.00123485,0.123485,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V75,0.00098445,0.098445,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V76,0.00136948,0.136948,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V77,0.00107539,0.107539,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V78,0.00133615,0.133615,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V79,0.00148138,0.148138,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V80,0.00055176,0.055176,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V81,0.00111419,0.111419,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V82,0.00142862,0.142862,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V83,0.00189909,0.189909,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V84,0.00110618,0.110618,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V85,0.00095811,0.095811,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V86,0.00162366,0.162366,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V87,0.00184819,0.184819,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V88,0.0,0.0,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V89,0.0,0.0,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V90,0.00151512,0.151512,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V91,0.05353527,5.353527,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V92,0.00240274,0.240274,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V93,0.00081914,0.081914,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V94,0.00088041,0.088041,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V95,0.00044368,0.044368,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V96,0.00132344,0.132344,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V97,0.0006668,0.06668,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V98,0.00030237,0.030237,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V99,0.00230195,0.230195,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V100,0.00162296,0.162296,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V101,0.00058975,0.058975,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V102,0.0022067,0.22067,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V103,0.00089992,0.089992,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V104,0.00059574,0.059574,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V105,0.00139318,0.139318,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V106,0.00267059,0.267059,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V107,0.0,0.0,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V108,0.00063492,0.063492,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V109,0.00198844,0.198844,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V110,0.00111334,0.111334,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V111,0.00013798,0.013798,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V112,0.00071554,0.071554,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V113,0.0,0.0,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V114,0.00141411,0.141411,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V115,0.00182929,0.182929,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V116,0.00026883,0.026883,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V117,0.0,0.0,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V118,0.0,0.0,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V119,0.0,0.0,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V120,0.0,0.0,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V121,0.00122163,0.122163,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V122,0.0,0.0,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V123,0.00082746,0.082746,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V124,0.00118719,0.118719,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V125,0.00141238,0.141238,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V126,0.00146227,0.146227,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V127,0.00071327,0.071327,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V128,0.00104792,0.104792,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V129,0.00212297,0.212297,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V130,0.00118881,0.118881,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V131,0.00111348,0.111348,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V132,0.00091659,0.091659,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V133,0.00170889,0.170889,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V134,0.00073626,0.073626,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V135,0.00085088,0.085088,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V136,0.00132009,0.132009,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V137,0.00107869,0.107869,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V138,0.00113411,0.113411,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V139,0.00103016,0.103016,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V140,0.00158679,0.158679,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V141,0.00091759,0.091759,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V142,0.00129282,0.129282,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V143,0.00098196,0.098196,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V144,0.00120336,0.120336,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V145,0.00202748,0.202748,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V146,0.00197774,0.197774,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V147,0.00055878,0.055878,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V148,0.00185683,0.185683,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V149,0.00287312,0.287312,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V150,0.0009494,0.09494,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V151,0.00096905,0.096905,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V152,0.00133293,0.133293,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V153,0.00037602,0.037602,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V154,0.00013002,0.013002,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V155,0.00081121,0.081121,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V156,0.00297231,0.297231,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V157,0.00104853,0.104853,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V158,0.00037647,0.037647,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V159,0.00207382,0.207382,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
